Applicant_ID,Source,Job_Role,Department,Application_Date,Stage,Stage_Sequence,Stage_Date,Status,Days_Since_Application,Age,Gender,Education,EducationField
APP1466,LinkedIn,Laboratory Technician,Research & Development,2025-08-13,Resume Screening,2,2025-08-17,Passed,4,32,Female,3,Medical
APP1466,LinkedIn,Laboratory Technician,Research & Development,2025-08-13,HR Phone Screen,3,2025-08-26,Passed,13,32,Female,3,Medical
APP1466,LinkedIn,Laboratory Technician,Research & Development,2025-08-13,Technical Round,4,2025-08-26,Rejected,13,32,Female,3,Medical
APP1467,Naukri,Sales Executive,Sales,2025-03-15,Application Received,1,2025-03-15,Passed,0,32,Male,2,Medical
APP1467,Naukri,Sales Executive,Sales,2025-03-15,Resume Screening,2,2025-03-18,Passed,3,32,Male,2,Medical
APP1467,Naukri,Sales Executive,Sales,2025-03-15,HR Phone Screen,3,2025-03-26,Passed,11,32,Male,2,Medical
APP1467,Naukri,Sales Executive,Sales,2025-03-15,Technical Round,4,2025-03-26,Rejected,11,32,Male,2,Medical
APP1468,Naukri,Sales Executive,Sales,2025-06-27,Application Received,1,2025-06-27,Passed,0,32,Female,3,Marketing
APP1468,Naukri,Sales Executive,Sales,2025-06-27,Resume Screening,2,2025-07-03,Passed,6,32,Female,3,Marketing
APP1468,Naukri,Sales Executive,Sales,2025-06-27,HR Phone Screen,3,2025-07-11,Passed,14,32,Female,3,Marketing
APP1468,Naukri,Sales Executive,Sales,2025-06-27,Technical Round,4,2025-07-15,Passed,18,32,Female,3,Marketing
APP1468,Naukri,Sales Executive,Sales,2025-06-27,Manager Interview,5,2025-07-22,Passed,25,32,Female,3,Marketing
APP1468,Naukri,Sales Executive,Sales,2025-06-27,Final Interview,6,2025-07-25,Passed,28,32,Female,3,Marketing
APP1468,Naukri,Sales Executive,Sales,2025-06-27,Offer Extended,7,2025-08-01,Passed,35,32,Female,3,Marketing
APP1468,Naukri,Sales Executive,Sales,2025-06-27,Hired,8,2025-08-11,Hired,45,32,Female,3,Marketing
APP1469,Employee Referral,Research Scientist,Research & Development,2025-06-16,Application Received,1,2025-06-16,Passed,0,32,Male,5,Life Sciences
APP1469,Employee Referral,Research Scientist,Research & Development,2025-06-16,Resume Screening,2,2025-06-21,Passed,5,32,Male,5,Life Sciences
APP1469,Employee Referral,Research Scientist,Research & Development,2025-06-16,HR Phone Screen,3,2025-07-01,Passed,15,32,Male,5,Life Sciences
APP1469,Employee Referral,Research Scientist,Research & Development,2025-06-16,Technical Round,4,2025-07-07,Passed,21,32,Male,5,Life Sciences
APP1469,Employee Referral,Research Scientist,Research & Development,2025-06-16,Manager Interview,5,2025-07-16,Passed,30,32,Male,5,Life Sciences
APP1469,Employee Referral,Research Scientist,Research & Development,2025-06-16,Final Interview,6,2025-07-22,Passed,36,32,Male,5,Life Sciences
APP1469,Employee Referral,Research Scientist,Research & Development,2025-06-16,Offer Extended,7,2025-07-27,Passed,41,32,Male,5,Life Sciences
APP1469,Employee Referral,Research Scientist,Research & Development,2025-06-16,Hired,8,2025-08-02,Hired,47,32,Male,5,Life Sciences
APP1470,Company Website,Sales Executive,Sales,2024-01-23,Application Received,1,2024-01-23,Passed,0,32,Male,4,Medical
APP1470,Company Website,Sales Executive,Sales,2024-01-23,Resume Screening,2,2024-01-31,Passed,8,32,Male,4,Medical
APP1470,Company Website,Sales Executive,Sales,2024-01-23,HR Phone Screen,3,2024-02-03,Passed,11,32,Male,4,Medical
APP1470,Company Website,Sales Executive,Sales,2024-01-23,Technical Round,4,2024-02-10,Passed,18,32,Male,4,Medical
APP1470,Company Website,Sales Executive,Sales,2024-01-23,Manager Interview,5,2024-02-10,Rejected,18,32,Male,4,Medical
APP1471,Company Website,Sales Representative,Sales,2024-02-19,Application Received,1,2024-02-19,Passed,0,32,Female,2,Life Sciences
APP1471,Company Website,Sales Representative,Sales,2024-02-19,Resume Screening,2,2024-02-23,Passed,4,32,Female,2,Life Sciences
APP1471,Company Website,Sales Representative,Sales,2024-02-19,HR Phone Screen,3,2024-02-26,Passed,7,32,Female,2,Life Sciences
APP1471,Company Website,Sales Representative,Sales,2024-02-19,Technical Round,4,2024-03-01,Passed,11,32,Female,2,Life Sciences
APP1471,Company Website,Sales Representative,Sales,2024-02-19,Manager Interview,5,2024-03-10,Passed,20,32,Female,2,Life Sciences
APP1471,Company Website,Sales Representative,Sales,2024-02-19,Final Interview,6,2024-03-17,Passed,27,32,Female,2,Life Sciences
APP1471,Company Website,Sales Representative,Sales,2024-02-19,Offer Extended,7,2024-03-22,Passed,32,32,Female,2,Life Sciences
APP1471,Company Website,Sales Representative,Sales,2024-02-19,Hired,8,2024-03-22,Rejected,32,32,Female,2,Life Sciences
APP1472,LinkedIn,Laboratory Technician,Research & Development,2025-12-12,Application Received,1,2025-12-12,Passed,0,32,Male,3,Life Sciences
APP1472,LinkedIn,Laboratory Technician,Research & Development,2025-12-12,Resume Screening,2,2025-12-21,Passed,9,32,Male,3,Life Sciences
APP1472,LinkedIn,Laboratory Technician,Research & Development,2025-12-12,HR Phone Screen,3,2025-12-28,Passed,16,32,Male,3,Life Sciences
APP1472,LinkedIn,Laboratory Technician,Research & Development,2025-12-12,Technical Round,4,2025-12-28,Rejected,16,32,Male,3,Life Sciences
APP1473,Company Website,Sales Executive,Sales,2024-05-20,Application Received,1,2024-05-20,Passed,0,32,Male,4,Marketing
APP1473,Company Website,Sales Executive,Sales,2024-05-20,Resume Screening,2,2024-05-20,Rejected,0,32,Male,4,Marketing
APP1474,Employee Referral,Laboratory Technician,Research & Development,2025-09-24,Application Received,1,2025-09-24,Passed,0,32,Male,3,Life Sciences
APP1474,Employee Referral,Laboratory Technician,Research & Development,2025-09-24,Resume Screening,2,2025-09-28,Passed,4,32,Male,3,Life Sciences
APP1474,Employee Referral,Laboratory Technician,Research & Development,2025-09-24,HR Phone Screen,3,2025-10-04,Passed,10,32,Male,3,Life Sciences
APP1474,Employee Referral,Laboratory Technician,Research & Development,2025-09-24,Technical Round,4,2025-10-04,Rejected,10,32,Male,3,Life Sciences
APP1475,Employee Referral,Laboratory Technician,Research & Development,2024-07-25,Application Received,1,2024-07-25,Passed,0,32,Male,1,Technical Degree
APP1475,Employee Referral,Laboratory Technician,Research & Development,2024-07-25,Resume Screening,2,2024-07-30,Passed,5,32,Male,1,Technical Degree
APP1475,Employee Referral,Laboratory Technician,Research & Development,2024-07-25,HR Phone Screen,3,2024-08-09,Passed,15,32,Male,1,Technical Degree
APP1475,Employee Referral,Laboratory Technician,Research & Development,2024-07-25,Technical Round,4,2024-08-09,Rejected,15,32,Male,1,Technical Degree
APP1476,Company Website,Sales Executive,Sales,2025-05-07,Application Received,1,2025-05-07,Passed,0,32,Male,3,Life Sciences
APP1476,Company Website,Sales Executive,Sales,2025-05-07,Resume Screening,2,2025-05-11,Passed,4,32,Male,3,Life Sciences
APP1476,Company Website,Sales Executive,Sales,2025-05-07,HR Phone Screen,3,2025-05-11,Rejected,4,32,Male,3,Life Sciences
APP1477,Company Website,Sales Executive,Sales,2025-11-16,Application Received,1,2025-11-16,Passed,0,32,Female,2,Technical Degree
APP1477,Company Website,Sales Executive,Sales,2025-11-16,Resume Screening,2,2025-11-16,Rejected,0,32,Female,2,Technical Degree
APP1478,Employee Referral,Research Scientist,Research & Development,2024-03-17,Application Received,1,2024-03-17,Passed,0,32,Female,4,Medical
APP1478,Employee Referral,Research Scientist,Research & Development,2024-03-17,Resume Screening,2,2024-03-24,Passed,7,32,Female,4,Medical
APP1478,Employee Referral,Research Scientist,Research & Development,2024-03-17,HR Phone Screen,3,2024-04-03,Passed,17,32,Female,4,Medical
APP1478,Employee Referral,Research Scientist,Research & Development,2024-03-17,Technical Round,4,2024-04-03,Rejected,17,32,Female,4,Medical
APP1479,Campus Hiring,Laboratory Technician,Research & Development,2024-09-27,Application Received,1,2024-09-27,Passed,0,32,Female,3,Medical
APP1479,Campus Hiring,Laboratory Technician,Research & Development,2024-09-27,Resume Screening,2,2024-10-02,Passed,5,32,Female,3,Medical
APP1479,Campus Hiring,Laboratory Technician,Research & Development,2024-09-27,HR Phone Screen,3,2024-10-02,Rejected,5,32,Female,3,Medical
APP1480,Naukri,Sales Executive,Sales,2025-01-03,Application Received,1,2025-01-03,Passed,0,32,Male,4,Other
APP1480,Naukri,Sales Executive,Sales,2025-01-03,Resume Screening,2,2025-01-07,Passed,4,32,Male,4,Other
APP1480,Naukri,Sales Executive,Sales,2025-01-03,HR Phone Screen,3,2025-01-10,Passed,7,32,Male,4,Other
APP1480,Naukri,Sales Executive,Sales,2025-01-03,Technical Round,4,2025-01-15,Passed,12,32,Male,4,Other
APP1480,Naukri,Sales Executive,Sales,2025-01-03,Manager Interview,5,2025-01-20,Passed,17,32,Male,4,Other
APP1480,Naukri,Sales Executive,Sales,2025-01-03,Final Interview,6,2025-01-30,Passed,27,32,Male,4,Other
APP1480,Naukri,Sales Executive,Sales,2025-01-03,Offer Extended,7,2025-01-30,Rejected,27,32,Male,4,Other
APP1481,Campus Hiring,Research Scientist,Research & Development,2024-04-05,Application Received,1,2024-04-05,Passed,0,32,Female,4,Life Sciences
APP1481,Campus Hiring,Research Scientist,Research & Development,2024-04-05,Resume Screening,2,2024-04-09,Passed,4,32,Female,4,Life Sciences
APP1481,Campus Hiring,Research Scientist,Research & Development,2024-04-05,HR Phone Screen,3,2024-04-19,Passed,14,32,Female,4,Life Sciences
APP1481,Campus Hiring,Research Scientist,Research & Development,2024-04-05,Technical Round,4,2024-04-28,Passed,23,32,Female,4,Life Sciences
APP1481,Campus Hiring,Research Scientist,Research & Development,2024-04-05,Manager Interview,5,2024-05-08,Passed,33,32,Female,4,Life Sciences
APP1481,Campus Hiring,Research Scientist,Research & Development,2024-04-05,Final Interview,6,2024-05-13,Passed,38,32,Female,4,Life Sciences
APP1481,Campus Hiring,Research Scientist,Research & Development,2024-04-05,Offer Extended,7,2024-05-16,Passed,41,32,Female,4,Life Sciences
APP1481,Campus Hiring,Research Scientist,Research & Development,2024-04-05,Hired,8,2024-05-21,Hired,46,32,Female,4,Life Sciences
APP1482,LinkedIn,Sales Executive,Sales,2025-03-02,Application Received,1,2025-03-02,Passed,0,32,Male,3,Marketing
APP1482,LinkedIn,Sales Executive,Sales,2025-03-02,Resume Screening,2,2025-03-12,Passed,10,32,Male,3,Marketing
APP1482,LinkedIn,Sales Executive,Sales,2025-03-02,HR Phone Screen,3,2025-03-21,Passed,19,32,Male,3,Marketing
APP1482,LinkedIn,Sales Executive,Sales,2025-03-02,Technical Round,4,2025-03-21,Rejected,19,32,Male,3,Marketing
APP1483,Employee Referral,Research Director,Research & Development,2024-01-30,Application Received,1,2024-01-30,Passed,0,32,Female,2,Life Sciences
APP1483,Employee Referral,Research Director,Research & Development,2024-01-30,Resume Screening,2,2024-01-30,Rejected,0,32,Female,2,Life Sciences
APP1484,Employee Referral,Laboratory Technician,Research & Development,2024-05-13,Application Received,1,2024-05-13,Passed,0,32,Male,4,Life Sciences
APP1484,Employee Referral,Laboratory Technician,Research & Development,2024-05-13,Resume Screening,2,2024-05-22,Passed,9,32,Male,4,Life Sciences
APP1484,Employee Referral,Laboratory Technician,Research & Development,2024-05-13,HR Phone Screen,3,2024-05-26,Passed,13,32,Male,4,Life Sciences
APP1484,Employee Referral,Laboratory Technician,Research & Development,2024-05-13,Technical Round,4,2024-06-03,Passed,21,32,Male,4,Life Sciences
APP1484,Employee Referral,Laboratory Technician,Research & Development,2024-05-13,Manager Interview,5,2024-06-09,Passed,27,32,Male,4,Life Sciences
APP1484,Employee Referral,Laboratory Technician,Research & Development,2024-05-13,Final Interview,6,2024-06-09,Rejected,27,32,Male,4,Life Sciences
APP1485,Employee Referral,Manufacturing Director,Research & Development,2024-12-12,Application Received,1,2024-12-12,Passed,0,32,Female,3,Life Sciences
APP1485,Employee Referral,Manufacturing Director,Research & Development,2024-12-12,Resume Screening,2,2024-12-16,Passed,4,32,Female,3,Life Sciences
APP1485,Employee Referral,Manufacturing Director,Research & Development,2024-12-12,HR Phone Screen,3,2024-12-22,Passed,10,32,Female,3,Life Sciences
APP1485,Employee Referral,Manufacturing Director,Research & Development,2024-12-12,Technical Round,4,2024-12-31,Passed,19,32,Female,3,Life Sciences
APP1485,Employee Referral,Manufacturing Director,Research & Development,2024-12-12,Manager Interview,5,2025-01-03,Passed,22,32,Female,3,Life Sciences
APP1485,Employee Referral,Manufacturing Director,Research & Development,2024-12-12,Final Interview,6,2025-01-08,Passed,27,32,Female,3,Life Sciences
APP1485,Employee Referral,Manufacturing Director,Research & Development,2024-12-12,Offer Extended,7,2025-01-18,Passed,37,32,Female,3,Life Sciences
APP1485,Employee Referral,Manufacturing Director,Research & Development,2024-12-12,Hired,8,2025-01-28,Hired,47,32,Female,3,Life Sciences
APP1486,LinkedIn,Sales Executive,Sales,2024-03-17,Application Received,1,2024-03-17,Passed,0,32,Male,4,Life Sciences
APP1486,LinkedIn,Sales Executive,Sales,2024-03-17,Resume Screening,2,2024-03-25,Passed,8,32,Male,4,Life Sciences
APP1486,LinkedIn,Sales Executive,Sales,2024-03-17,HR Phone Screen,3,2024-03-25,Rejected,8,32,Male,4,Life Sciences
APP1487,LinkedIn,Research Scientist,Research & Development,2025-06-03,Application Received,1,2025-06-03,Passed,0,32,Female,2,Medical
APP1487,LinkedIn,Research Scientist,Research & Development,2025-06-03,Resume Screening,2,2025-06-12,Passed,9,32,Female,2,Medical
APP1487,LinkedIn,Research Scientist,Research & Development,2025-06-03,HR Phone Screen,3,2025-06-12,Rejected,9,32,Female,2,Medical
APP1488,LinkedIn,Laboratory Technician,Research & Development,2025-04-15,Application Received,1,2025-04-15,Passed,0,32,Male,3,Life Sciences
APP1488,LinkedIn,Laboratory Technician,Research & Development,2025-04-15,Resume Screening,2,2025-04-19,Passed,4,32,Male,3,Life Sciences
APP1488,LinkedIn,Laboratory Technician,Research & Development,2025-04-15,HR Phone Screen,3,2025-04-19,Rejected,4,32,Male,3,Life Sciences
APP1489,Naukri,Sales Executive,Sales,2024-11-19,Application Received,1,2024-11-19,Passed,0,32,Male,2,Life Sciences
APP1489,Naukri,Sales Executive,Sales,2024-11-19,Resume Screening,2,2024-11-22,Passed,3,32,Male,2,Life Sciences
APP1489,Naukri,Sales Executive,Sales,2024-11-19,HR Phone Screen,3,2024-12-01,Passed,12,32,Male,2,Life Sciences
APP1489,Naukri,Sales Executive,Sales,2024-11-19,Technical Round,4,2024-12-04,Passed,15,32,Male,2,Life Sciences
APP1489,Naukri,Sales Executive,Sales,2024-11-19,Manager Interview,5,2024-12-04,Rejected,15,32,Male,2,Life Sciences
APP1490,Employee Referral,Laboratory Technician,Research & Development,2025-09-25,Application Received,1,2025-09-25,Passed,0,32,Male,4,Life Sciences
APP1490,Employee Referral,Laboratory Technician,Research & Development,2025-09-25,Resume Screening,2,2025-09-25,Rejected,0,32,Male,4,Life Sciences
APP1491,Employee Referral,Laboratory Technician,Research & Development,2024-07-30,Application Received,1,2024-07-30,Passed,0,32,Female,3,Life Sciences
APP1491,Employee Referral,Laboratory Technician,Research & Development,2024-07-30,Resume Screening,2,2024-08-07,Passed,8,32,Female,3,Life Sciences
APP1491,Employee Referral,Laboratory Technician,Research & Development,2024-07-30,HR Phone Screen,3,2024-08-10,Passed,11,32,Female,3,Life Sciences
APP1491,Employee Referral,Laboratory Technician,Research & Development,2024-07-30,Technical Round,4,2024-08-10,Rejected,11,32,Female,3,Life Sciences
APP1492,Campus Hiring,Manufacturing Director,Research & Development,2024-12-05,Application Received,1,2024-12-05,Passed,0,32,Female,4,Medical
APP1492,Campus Hiring,Manufacturing Director,Research & Development,2024-12-05,Resume Screening,2,2024-12-15,Passed,10,32,Female,4,Medical
APP1492,Campus Hiring,Manufacturing Director,Research & Development,2024-12-05,HR Phone Screen,3,2024-12-23,Passed,18,32,Female,4,Medical
APP1492,Campus Hiring,Manufacturing Director,Research & Development,2024-12-05,Technical Round,4,2024-12-23,Rejected,18,32,Female,4,Medical
APP1493,LinkedIn,Laboratory Technician,Research & Development,2024-04-09,Application Received,1,2024-04-09,Passed,0,32,Female,4,Medical
APP1493,LinkedIn,Laboratory Technician,Research & Development,2024-04-09,Resume Screening,2,2024-04-17,Passed,8,32,Female,4,Medical
APP1493,LinkedIn,Laboratory Technician,Research & Development,2024-04-09,HR Phone Screen,3,2024-04-24,Passed,15,32,Female,4,Medical
APP1493,LinkedIn,Laboratory Technician,Research & Development,2024-04-09,Technical Round,4,2024-05-02,Passed,23,32,Female,4,Medical
APP1493,LinkedIn,Laboratory Technician,Research & Development,2024-04-09,Manager Interview,5,2024-05-02,Rejected,23,32,Female,4,Medical
APP1494,LinkedIn,Sales Representative,Sales,2024-06-17,Application Received,1,2024-06-17,Passed,0,32,Female,1,Life Sciences
APP1494,LinkedIn,Sales Representative,Sales,2024-06-17,Resume Screening,2,2024-06-17,Rejected,0,32,Female,1,Life Sciences
APP1495,Employee Referral,Laboratory Technician,Research & Development,2025-02-23,Application Received,1,2025-02-23,Passed,0,32,Female,3,Other
APP1495,Employee Referral,Laboratory Technician,Research & Development,2025-02-23,Resume Screening,2,2025-03-01,Passed,6,32,Female,3,Other
APP1495,Employee Referral,Laboratory Technician,Research & Development,2025-02-23,HR Phone Screen,3,2025-03-10,Passed,15,32,Female,3,Other
APP1495,Employee Referral,Laboratory Technician,Research & Development,2025-02-23,Technical Round,4,2025-03-16,Passed,21,32,Female,3,Other
APP1495,Employee Referral,Laboratory Technician,Research & Development,2025-02-23,Manager Interview,5,2025-03-16,Rejected,21,32,Female,3,Other
APP1496,LinkedIn,Research Scientist,Research & Development,2025-02-28,Application Received,1,2025-02-28,Passed,0,32,Female,2,Life Sciences
APP1496,LinkedIn,Research Scientist,Research & Development,2025-02-28,Resume Screening,2,2025-03-04,Passed,4,32,Female,2,Life Sciences
APP1496,LinkedIn,Research Scientist,Research & Development,2025-02-28,HR Phone Screen,3,2025-03-04,Rejected,4,32,Female,2,Life Sciences
APP1497,Naukri,Sales Executive,Sales,2025-04-13,Application Received,1,2025-04-13,Passed,0,32,Male,3,Medical
APP1497,Naukri,Sales Executive,Sales,2025-04-13,Resume Screening,2,2025-04-13,Rejected,0,32,Male,3,Medical
APP1498,LinkedIn,Laboratory Technician,Research & Development,2025-05-25,Application Received,1,2025-05-25,Passed,0,32,Male,2,Life Sciences
APP1498,LinkedIn,Laboratory Technician,Research & Development,2025-05-25,Resume Screening,2,2025-05-25,Rejected,0,32,Male,2,Life Sciences
APP1499,Company Website,Sales Executive,Sales,2025-03-19,Application Received,1,2025-03-19,Passed,0,32,Male,1,Marketing
APP1499,Company Website,Sales Executive,Sales,2025-03-19,Resume Screening,2,2025-03-24,Passed,5,32,Male,1,Marketing
APP1499,Company Website,Sales Executive,Sales,2025-03-19,HR Phone Screen,3,2025-03-29,Passed,10,32,Male,1,Marketing
APP1499,Company Website,Sales Executive,Sales,2025-03-19,Technical Round,4,2025-03-29,Rejected,10,32,Male,1,Marketing
APP1500,LinkedIn,Sales Executive,Sales,2024-04-16,Application Received,1,2024-04-16,Passed,0,32,Male,5,Marketing
APP1500,LinkedIn,Sales Executive,Sales,2024-04-16,Resume Screening,2,2024-04-24,Passed,8,32,Male,5,Marketing
APP1500,LinkedIn,Sales Executive,Sales,2024-04-16,HR Phone Screen,3,2024-05-03,Passed,17,32,Male,5,Marketing
APP1500,LinkedIn,Sales Executive,Sales,2024-04-16,Technical Round,4,2024-05-09,Passed,23,32,Male,5,Marketing
APP1500,LinkedIn,Sales Executive,Sales,2024-04-16,Manager Interview,5,2024-05-17,Passed,31,32,Male,5,Marketing
APP1500,LinkedIn,Sales Executive,Sales,2024-04-16,Final Interview,6,2024-05-17,Rejected,31,32,Male,5,Marketing
APP1501,Campus Hiring,Manager,Research & Development,2024-05-16,Application Received,1,2024-05-16,Passed,0,32,Male,3,Medical
APP1501,Campus Hiring,Manager,Research & Development,2024-05-16,Resume Screening,2,2024-05-23,Passed,7,32,Male,3,Medical
APP1501,Campus Hiring,Manager,Research & Development,2024-05-16,HR Phone Screen,3,2024-05-23,Rejected,7,32,Male,3,Medical
APP1502,Employee Referral,Research Scientist,Research & Development,2024-11-17,Application Received,1,2024-11-17,Passed,0,32,Female,2,Life Sciences
APP1502,Employee Referral,Research Scientist,Research & Development,2024-11-17,Resume Screening,2,2024-11-17,Rejected,0,32,Female,2,Life Sciences
APP1503,Employee Referral,Research Scientist,Research & Development,2024-08-10,Application Received,1,2024-08-10,Passed,0,32,Male,4,Technical Degree
APP1503,Employee Referral,Research Scientist,Research & Development,2024-08-10,Resume Screening,2,2024-08-17,Passed,7,32,Male,4,Technical Degree
APP1503,Employee Referral,Research Scientist,Research & Development,2024-08-10,HR Phone Screen,3,2024-08-22,Passed,12,32,Male,4,Technical Degree
APP1503,Employee Referral,Research Scientist,Research & Development,2024-08-10,Technical Round,4,2024-08-22,Rejected,12,32,Male,4,Technical Degree
APP1504,Employee Referral,Research Scientist,Research & Development,2024-07-01,Application Received,1,2024-07-01,Passed,0,32,Female,4,Other
APP1504,Employee Referral,Research Scientist,Research & Development,2024-07-01,Resume Screening,2,2024-07-09,Passed,8,32,Female,4,Other
APP1504,Employee Referral,Research Scientist,Research & Development,2024-07-01,HR Phone Screen,3,2024-07-17,Passed,16,32,Female,4,Other
APP1504,Employee Referral,Research Scientist,Research & Development,2024-07-01,Technical Round,4,2024-07-17,Rejected,16,32,Female,4,Other
APP1505,Employee Referral,Research Scientist,Research & Development,2025-08-07,Application Received,1,2025-08-07,Passed,0,32,Male,3,Medical
APP1505,Employee Referral,Research Scientist,Research & Development,2025-08-07,Resume Screening,2,2025-08-07,Rejected,0,32,Male,3,Medical
APP1506,Employee Referral,Laboratory Technician,Research & Development,2025-06-30,Application Received,1,2025-06-30,Passed,0,32,Male,4,Life Sciences
APP1506,Employee Referral,Laboratory Technician,Research & Development,2025-06-30,Resume Screening,2,2025-06-30,Rejected,0,32,Male,4,Life Sciences
APP1507,LinkedIn,Research Scientist,Research & Development,2025-06-19,Application Received,1,2025-06-19,Passed,0,32,Male,3,Life Sciences
APP1507,LinkedIn,Research Scientist,Research & Development,2025-06-19,Resume Screening,2,2025-06-22,Passed,3,32,Male,3,Life Sciences
APP1507,LinkedIn,Research Scientist,Research & Development,2025-06-19,HR Phone Screen,3,2025-06-28,Passed,9,32,Male,3,Life Sciences
APP1507,LinkedIn,Research Scientist,Research & Development,2025-06-19,Technical Round,4,2025-07-03,Passed,14,32,Male,3,Life Sciences
APP1507,LinkedIn,Research Scientist,Research & Development,2025-06-19,Manager Interview,5,2025-07-03,Rejected,14,32,Male,3,Life Sciences
APP1508,Company Website,Sales Executive,Sales,2024-09-13,Application Received,1,2024-09-13,Passed,0,32,Male,2,Life Sciences
APP1508,Company Website,Sales Executive,Sales,2024-09-13,Resume Screening,2,2024-09-20,Passed,7,32,Male,2,Life Sciences
APP1508,Company Website,Sales Executive,Sales,2024-09-13,HR Phone Screen,3,2024-09-23,Passed,10,32,Male,2,Life Sciences
APP1508,Company Website,Sales Executive,Sales,2024-09-13,Technical Round,4,2024-10-03,Passed,20,32,Male,2,Life Sciences
APP1508,Company Website,Sales Executive,Sales,2024-09-13,Manager Interview,5,2024-10-09,Passed,26,32,Male,2,Life Sciences
APP1508,Company Website,Sales Executive,Sales,2024-09-13,Final Interview,6,2024-10-18,Passed,35,32,Male,2,Life Sciences
APP1508,Company Website,Sales Executive,Sales,2024-09-13,Offer Extended,7,2024-10-25,Passed,42,32,Male,2,Life Sciences
APP1508,Company Website,Sales Executive,Sales,2024-09-13,Hired,8,2024-10-28,Hired,45,32,Male,2,Life Sciences
APP1509,Naukri,Sales Executive,Sales,2025-01-31,Application Received,1,2025-01-31,Passed,0,32,Male,3,Life Sciences
APP1509,Naukri,Sales Executive,Sales,2025-01-31,Resume Screening,2,2025-01-31,Rejected,0,32,Male,3,Life Sciences
APP1510,Employee Referral,Research Scientist,Research & Development,2024-11-16,Application Received,1,2024-11-16,Passed,0,32,Male,4,Technical Degree
APP1510,Employee Referral,Research Scientist,Research & Development,2024-11-16,Resume Screening,2,2024-11-23,Passed,7,32,Male,4,Technical Degree
APP1510,Employee Referral,Research Scientist,Research & Development,2024-11-16,HR Phone Screen,3,2024-12-03,Passed,17,32,Male,4,Technical Degree
APP1510,Employee Referral,Research Scientist,Research & Development,2024-11-16,Technical Round,4,2024-12-03,Rejected,17,32,Male,4,Technical Degree
APP1511,Company Website,Sales Executive,Sales,2025-12-22,Application Received,1,2025-12-22,Passed,0,32,Male,4,Marketing
APP1511,Company Website,Sales Executive,Sales,2025-12-22,Resume Screening,2,2025-12-28,Passed,6,32,Male,4,Marketing
APP1511,Company Website,Sales Executive,Sales,2025-12-22,HR Phone Screen,3,2025-12-28,Rejected,6,32,Male,4,Marketing
APP1512,LinkedIn,Sales Executive,Sales,2024-10-28,Application Received,1,2024-10-28,Passed,0,32,Male,4,Marketing
APP1512,LinkedIn,Sales Executive,Sales,2024-10-28,Resume Screening,2,2024-10-28,Rejected,0,32,Male,4,Marketing
APP1513,LinkedIn,Research Scientist,Research & Development,2024-07-10,Application Received,1,2024-07-10,Passed,0,32,Female,2,Life Sciences
APP1513,LinkedIn,Research Scientist,Research & Development,2024-07-10,Resume Screening,2,2024-07-10,Rejected,0,32,Female,2,Life Sciences
APP1514,LinkedIn,Healthcare Representative,Research & Development,2025-01-21,Application Received,1,2025-01-21,Passed,0,32,Female,4,Medical
APP1514,LinkedIn,Healthcare Representative,Research & Development,2025-01-21,Resume Screening,2,2025-01-28,Passed,7,32,Female,4,Medical
APP1514,LinkedIn,Healthcare Representative,Research & Development,2025-01-21,HR Phone Screen,3,2025-02-04,Passed,14,32,Female,4,Medical
APP1514,LinkedIn,Healthcare Representative,Research & Development,2025-01-21,Technical Round,4,2025-02-14,Passed,24,32,Female,4,Medical
APP1514,LinkedIn,Healthcare Representative,Research & Development,2025-01-21,Manager Interview,5,2025-02-14,Rejected,24,32,Female,4,Medical
APP1515,LinkedIn,Manufacturing Director,Research & Development,2024-02-10,Application Received,1,2024-02-10,Passed,0,32,Male,4,Life Sciences
APP1515,LinkedIn,Manufacturing Director,Research & Development,2024-02-10,Resume Screening,2,2024-02-13,Passed,3,32,Male,4,Life Sciences
APP1515,LinkedIn,Manufacturing Director,Research & Development,2024-02-10,HR Phone Screen,3,2024-02-13,Rejected,3,32,Male,4,Life Sciences
APP1516,Employee Referral,Laboratory Technician,Research & Development,2025-09-22,Application Received,1,2025-09-22,Passed,0,32,Female,4,Life Sciences
APP1516,Employee Referral,Laboratory Technician,Research & Development,2025-09-22,Resume Screening,2,2025-09-30,Passed,8,32,Female,4,Life Sciences
APP1516,Employee Referral,Laboratory Technician,Research & Development,2025-09-22,HR Phone Screen,3,2025-10-08,Passed,16,32,Female,4,Life Sciences
APP1516,Employee Referral,Laboratory Technician,Research & Development,2025-09-22,Technical Round,4,2025-10-13,Passed,21,32,Female,4,Life Sciences
APP1516,Employee Referral,Laboratory Technician,Research & Development,2025-09-22,Manager Interview,5,2025-10-18,Passed,26,32,Female,4,Life Sciences
APP1516,Employee Referral,Laboratory Technician,Research & Development,2025-09-22,Final Interview,6,2025-10-27,Passed,35,32,Female,4,Life Sciences
APP1516,Employee Referral,Laboratory Technician,Research & Development,2025-09-22,Offer Extended,7,2025-11-02,Passed,41,32,Female,4,Life Sciences
APP1516,Employee Referral,Laboratory Technician,Research & Development,2025-09-22,Hired,8,2025-11-08,Hired,47,32,Female,4,Life Sciences
APP1517,Company Website,Sales Representative,Sales,2024-12-05,Application Received,1,2024-12-05,Passed,0,32,Male,4,Medical
APP1517,Company Website,Sales Representative,Sales,2024-12-05,Resume Screening,2,2024-12-15,Passed,10,32,Male,4,Medical
